x,y
412,194
408,194
407,193
396,193
395,194
390,194
389,195
386,195
385,196
383,196
382,197
380,197
379,198
376,198
375,199
373,199
372,200
369,200
368,201
365,201
364,202
360,202
359,203
355,203
354,204
346,204
345,203
345,202
344,201
344,200
343,199
343,198
341,196
341,195
337,191
336,191
334,189
333,189
332,188
331,188
330,187
328,187
327,186
325,186
324,185
322,185
321,184
314,184
313,185
312,185
309,188
309,192
310,193
310,194
313,197
314,197
315,198
317,198
318,199
319,199
320,200
322,200
323,201
324,201
325,202
326,202
328,204
328,205
329,206
329,207
330,208
330,225
329,226
329,234
328,235
328,241
327,242
327,247
326,248
326,252
325,253
325,256
324,257
324,258
317,265
317,266
316,267
316,268
315,269
315,271
314,272
314,273
312,275
307,275
301,269
301,268
299,266
299,265
292,258
292,257
288,253
288,252
286,250
286,249
285,248
285,243
286,242
286,241
287,240
287,239
288,238
288,237
289,236
289,234
290,233
290,230
291,229
291,217
290,216
290,212
289,211
289,210
288,209
288,205
294,199
295,199
300,194
300,193
302,191
302,190
303,189
303,186
304,185
304,181
303,180
303,176
302,175
302,173
301,172
301,171
300,170
300,169
299,168
299,167
293,161
292,161
290,159
289,159
288,158
287,158
285,156
284,156
283,155
282,155
281,154
280,154
278,152
277,152
276,151
275,151
274,150
272,150
271,149
