x,y
149,57
148,58
147,58
146,59
145,59
143,61
142,61
137,66
137,67
136,68
136,69
134,71
134,73
133,74
133,75
132,76
132,79
131,80
131,83
130,84
130,95
131,96
131,100
132,101
132,104
133,105
133,107
134,108
134,110
135,111
135,112
136,113
136,114
137,115
137,117
136,118
134,118
133,119
130,119
129,120
121,120
120,121
119,121
118,122
116,122
115,123
113,123
112,124
110,124
109,125
107,125
106,126
103,126
102,127
100,127
99,128
97,128
96,129
94,129
93,130
91,130
90,131
88,131
87,132
86,132
85,133
83,133
82,134
81,134
80,135
78,135
77,136
76,136
75,137
73,137
72,138
71,138
70,139
69,139
68,140
67,140
66,141
64,141
63,142
62,142
61,143
60,143
59,144
58,144
57,145
56,145
55,146
54,146
53,147
52,147
51,148
50,148
49,149
48,149
46,151
45,151
44,152
43,152
42,153
41,153
40,154
39,154
37,156
36,156
35,157
34,157
32,159
31,159
29,161
29,169
31,169
33,167
34,167
35,166
36,166
37,165
38,165
39,164
40,164
41,163
42,163
44,161
45,161
46,160
47,160
48,159
49,159
50,158
52,158
53,157
54,157
55,156
56,156
57,155
58,155
59,154
60,154
61,153
62,153
63,152
65,152
66,151
67,151
68,150
70,150
71,149
72,149
73,148
75,148
76,147
77,147
78,146
80,146
81,145
83,145
84,144
86,144
88,146
88,171
87,172
86,172
85,173
82,173
81,174
79,174
78,175
76,175
75,176
73,176
72,177
70,177
69,178
67,178
66,179
64,179
63,180
61,180
60,181
58,181
57,182
56,182
55,183
53,183
52,184
51,184
50,185
48,185
47,186
46,186
45,187
44,187
43,188
42,188
40,190
40,191
39,192
39,194
38,195
38,201
39,202
39,204
41,206
41,207
42,208
42,209
44,211
44,212
45,213
45,214
46,215
46,216
48,218
48,219
49,220
49,221
50,222
51,222
52,223
53,223
55,221
55,219
56,218
56,209
55,208
55,194
57,192
58,192
59,191
61,191
62,190
65,190
66,189
68,189
69,188
71,188
72,187
74,187
75,186
78,186
79,185
82,185
83,184
87,184
88,185
88,189
89,190
89,236
90,237
90,239
100,249
101,249
101,233
100,232
100,186
99,185
99,140
100,139
101,139
102,138
105,138
106,137
108,137
109,136
112,136
113,135
124,135
125,134
126,134
127,133
128,133
129,132
130,132
131,131
134,131
135,130
136,131
137,131
138,132
138,179
139,180
139,232
140,233
140,234
143,237
143,238
148,243
148,244
149,245
151,245
151,223
150,222
150,149
149,148
149,130
151,128
153,128
154,127
161,127
162,126
173,126
174,125
187,125
188,124
215,124
216,125
231,125
232,126
233,126
235,128
235,135
234,136
234,158
233,159
232,159
231,158
231,157
230,156
230,155
227,152
227,151
224,148
223,148
221,146
220,146
219,145
216,145
215,144
209,144
208,145
204,145
203,146
202,146
201,147
200,147
199,148
198,148
194,152
193,152
192,153
192,154
189,157
189,158
187,160
187,161
186,162
186,164
185,165
185,171
184,172
184,175
185,176
185,182
186,183
186,185
187,186
187,187
188,188
188,190
189,191
189,192
191,194
191,195
192,196
192,197
195,200
195,201
200,206
201,206
202,207
204,207
205,208
213,208
214,207
216,207
217,206
219,206
220,205
221,205
222,204
223,204
224,203
225,203
226,202
227,202
229,200
230,200
232,198
234,200
234,233
236,235
236,236
240,240
240,241
244,245
245,245
245,188
246,187
246,129
248,127
249,127
250,128
256,128
257,129
262,129
263,130
266,130
267,131
268,131
269,132
278,132
279,133
282,133
283,134
286,134
287,135
290,135
291,136
294,136
295,137
297,137
298,138
301,138
302,139
304,139
305,140
307,140
308,141
311,141
312,142
314,142
315,143
317,143
318,144
319,144
320,145
322,145
323,146
325,146
326,147
327,147
328,148
330,148
331,149
332,149
333,150
335,150
336,151
337,151
338,152
338,176
336,178
334,178
333,177
331,177
330,176
328,176
327,175
325,175
324,174
322,174
321,173
318,173
317,172
315,172
314,171
311,171
310,170
307,170
306,169
303,169
302,168
299,168
298,167
295,167
294,166
289,166
287,168
287,170
286,171
286,180
287,181
287,184
288,185
288,186
289,187
289,189
290,190
290,192
291,193
291,194
292,195
292,197
293,198
293,199
294,200
294,202
295,203
295,205
296,206
296,207
297,208
297,210
299,212
302,212
303,211
303,208
304,207
304,182
305,181
309,181
310,182
313,182
314,183
317,183
318,184
320,184
321,185
324,185
325,186
328,186
329,187
331,187
332,188
334,188
335,189
336,189
337,190
337,243
340,246
340,247
344,251
344,252
346,254
347,254
347,239
348,238
348,173
349,172
349,159
350,158
353,158
354,159
355,159
356,160
357,160
358,161
359,161
361,163
362,163
363,164
364,164
365,165
367,165
367,157
364,154
363,154
362,153
361,153
360,152
359,152
358,151
357,151
355,149
354,149
353,148
352,148
351,147
350,147
349,146
348,146
347,145
346,145
345,144
344,144
343,143
342,143
341,142
340,142
339,141
337,141
336,140
335,140
334,139
333,139
332,138
331,138
330,137
328,137
327,136
326,136
325,135
323,135
322,134
321,134
320,133
318,133
317,132
316,132
315,131
313,131
312,130
310,130
309,129
307,129
306,128
304,128
303,127
301,127
300,126
297,126
296,125
294,125
293,124
291,124
290,123
287,123
286,122
283,122
282,121
280,121
279,120
278,120
276,118
265,118
264,117
259,117
258,116
253,116
252,115
246,115
245,114
238,114
237,113
226,113
225,112
199,112
196,109
196,106
195,105
195,102
194,101
194,98
193,97
193,95
192,94
192,92
191,91
191,89
190,88
190,87
189,86
189,85
188,84
188,83
187,82
187,81
186,80
186,79
184,77
184,76
182,74
182,73
170,61
169,61
167,59
165,59
164,58
162,58
161,57
