x,y
442,184
443,183
443,179
444,178
444,172
445,171
445,165
446,164
446,160
447,159
448,160
448,161
449,162
449,166
450,167
450,172
451,173
451,177
452,178
452,182
453,183
453,187
454,188
454,192
455,193
455,196
456,197
456,200
457,201
457,204
458,205
458,208
459,209
459,212
460,213
460,215
461,216
461,219
462,220
462,222
463,223
463,225
464,226
464,228
465,229
465,231
466,232
466,233
467,234
467,236
468,237
468,239
469,240
469,241
470,242
470,243
471,244
471,245
472,246
472,247
473,248
473,250
474,251
474,252
475,253
475,254
476,255
476,256
477,257
477,258
479,260
479,261
480,262
480,263
482,265
482,266
484,268
484,269
486,271
486,272
489,275
489,276
490,276
489,275
489,274
488,273
488,271
487,270
487,269
486,268
486,267
485,266
485,265
484,264
484,262
483,261
483,260
482,259
482,257
481,256
481,254
480,253
480,251
479,250
479,248
478,247
478,244
477,243
477,241
476,240
476,238
475,237
475,234
474,233
474,229
473,228
473,225
472,224
472,221
471,220
471,217
470,216
470,212
469,211
469,206
468,205
468,201
467,200
467,196
466,195
466,189
465,188
465,184
464,183
464,177
463,176
463,168
462,167
462,163
461,162
461,154
460,153
460,148
459,147
459,142
458,141
458,136
457,135
457,130
456,129
456,125
455,124
455,121
454,120
454,117
453,116
453,114
452,113
452,111
451,110
451,108
450,107
450,105
449,104
449,103
448,102
448,100
447,99
447,98
446,97
446,96
445,95
445,94
443,92
443,91
442,90
442,89
438,85
438,84
429,75
428,75
423,70
422,70
419,67
418,67
416,65
415,65
413,63
412,63
410,61
409,61
408,60
407,60
405,58
404,58
403,57
402,57
401,56
400,56
399,55
398,55
397,54
395,54
394,53
393,53
392,52
391,52
390,51
389,51
388,50
386,50
385,49
384,49
383,48
381,48
380,47
379,47
378,46
376,46
375,45
374,45
373,44
371,44
370,43
368,43
367,42
366,42
365,41
363,41
362,40
360,40
359,39
357,39
356,38
354,38
353,37
351,37
350,36
348,36
347,35
345,35
344,34
342,34
341,33
339,33
338,32
335,32
334,31
332,31
331,30
327,30
326,29
323,29
322,28
318,28
317,27
313,27
312,26
