x,y
225,100
222,103
221,103
218,106
217,106
210,113
208,111
208,109
207,108
207,105
206,104
206,102
204,104
204,105
203,106
203,107
202,108
202,110
201,111
201,112
200,113
200,114
199,115
199,116
197,118
195,118
193,116
188,116
187,117
186,117
185,118
184,118
183,117
179,117
178,116
176,116
175,117
173,117
172,118
171,118
170,119
169,119
168,120
167,120
166,121
165,121
164,122
163,122
162,121
161,121
159,119
154,119
153,120
152,120
151,121
150,121
149,122
148,122
146,124
145,124
143,126
142,126
135,133
135,134
134,135
134,137
133,138
133,142
132,143
132,144
131,145
131,146
130,147
129,147
125,151
124,151
123,152
122,152
121,153
120,153
119,154
116,154
115,153
115,150
114,149
114,148
113,147
113,146
111,144
111,143
110,142
110,141
108,139
108,138
106,136
106,135
105,134
105,133
103,131
103,130
101,128
101,127
100,126
100,125
98,123
98,122
96,120
96,119
95,119
96,120
96,123
97,124
97,127
98,128
98,131
99,132
99,134
100,135
100,138
101,139
101,141
102,142
102,145
103,146
103,149
104,150
104,152
105,153
105,154
108,157
108,159
109,160
109,163
108,164
108,167
109,168
109,173
112,176
112,178
114,180
117,180
119,182
119,184
120,185
120,187
121,188
121,189
123,191
126,191
127,190
127,186
126,185
126,183
124,181
124,179
127,176
128,176
129,175
129,173
130,172
130,171
131,170
131,169
133,167
134,167
135,166
136,166
137,165
139,165
140,166
141,166
142,167
145,167
146,168
147,167
154,167
155,166
157,166
158,165
159,165
160,164
161,164
164,161
165,161
168,158
170,158
171,159
173,159
177,163
178,163
181,166
182,166
183,167
184,167
186,169
187,169
188,170
188,172
187,173
187,174
186,175
186,176
183,179
182,179
181,180
178,180
176,178
176,177
175,176
175,175
171,175
170,176
169,176
168,177
167,177
162,182
161,182
160,183
159,183
157,185
156,185
154,187
153,187
152,188
151,188
150,189
149,189
148,190
147,190
146,191
145,191
144,192
143,192
142,193
141,193
139,195
139,196
138,197
138,198
135,201
134,201
133,202
131,202
130,203
129,203
128,204
127,204
125,206
124,206
122,208
121,208
118,211
117,211
116,212
113,212
112,211
109,211
108,212
106,212
105,213
104,213
103,214
102,214
101,215
100,215
97,218
96,218
92,222
91,222
83,230
83,234
82,235
82,243
81,244
77,244
74,247
74,248
70,252
70,253
65,258
65,259
62,262
62,263
61,264
61,265
58,268
58,269
55,272
55,273
52,276
52,277
47,282
47,283
46,284
46,292
47,293
48,293
49,294
51,294
52,295
60,295
61,294
69,294
70,293
71,293
72,292
72,289
73,288
73,287
74,286
74,285
75,284
75,282
76,281
76,280
77,279
77,276
80,273
80,272
82,270
82,269
85,266
86,266
88,264
89,264
